"Filter","Operation","LogicalOperationName","NotificationEnabled","NotifyUser","Severity","Threshold","VolumeThreshold","ExternalScenarioData","TimeWindow","NotifyUserOnFilterMatch","MergedRuleXml","StreamType","ThreatType","PrivacyManagementScopedSensitiveInformationTypes","PrivacyManagementScopedSensitiveInformationTypesForCounting","PrivacyManagementScopedSensitiveInformationTypesThreshold","AlertBy","AlertFor","AlertScenario","Scenario","NotifyUserThrottleThreshold","NotifyUserThrottleWindow","NotifyUserSuppressionExpiryDate","NotificationCulture","AlertOverrideChangedUtc","AggregationType","Category","IsSystemRule","TagFilter","UserTags","RecipientTags","SenderTags","CustomProperties","UseCreatedDateTime","CorrelationPolicyId","ReadOnly","ErrorMetadata","ExternalIdentity","ImmutableId","Priority","Workload","Policy","Comment","Disabled","Mode","ObjectVersion","MaximumBlobRuleLength","CreatedBy","LastModifiedBy","Guid","Identity","Id","IsValid","ExchangeVersion","Name","DistinguishedName","ObjectCategory","ObjectClass","WhenChanged","WhenCreated","WhenChangedUTC","WhenCreatedUTC","ExchangeObjectId","OrganizationalUnitRoot","OrganizationId","OriginatingServer","ObjectState"
,"EmailSendingLimitExceeded",,"True","TenantAdmins","Medium",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","2cc44934-4d16-420b-b4e8-74a77fd0ab24","0","AuditAlerting","66420b7c-b772-4749-8e23-01672295fcc2","User has exceeded their email sending limit and the action defined within the Outbound Spam policy has been applied. -V1.0.0.0","False","Enforce","02a9bdd5-1a95-41ed-f741-08daa82ae792","0","","","2cc44934-4d16-420b-b4e8-74a77fd0ab24","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email sending limit exceeded","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email sending limit exceeded","True","0.20 (15.0.0.0)","Email sending limit exceeded","CN=Email sending limit exceeded,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:25","2022-10-06 23:12:25","2022-10-07 06:12:25","2022-10-07 06:12:25","2cc44934-4d16-420b-b4e8-74a77fd0ab24","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"Activity.SubmissionType -eq 'TeamsCallSecurityRisk'","UserSubmission",,"False","TenantAdmins","Low",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","cc12ef13-3561-431d-9c2a-767e244f20f1","0","AuditAlerting","98c4a8af-e66c-495b-9f6e-e4282d49e42c","This alert is triggered when any Teams call is reported as security risk by users -V1.0.0.0","False","Enforce","8826bf26-03c3-4292-3442-08de9132514e","0","","","cc12ef13-3561-431d-9c2a-767e244f20f1","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Teams call reported by user as security risk","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Teams call reported by user as security risk","True","0.20 (15.0.0.0)","Teams call reported by user as security risk","CN=Teams call reported by user as security risk,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2026-04-02 20:37:23","2026-04-02 20:37:23","2026-04-03 03:37:23","2026-04-03 03:37:23","cc12ef13-3561-431d-9c2a-767e244f20f1","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
,"MailRedirect",,"True","TenantAdmins","Informational",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","d59a8fd4-1272-41ee-9408-86f7bcf72479","0","AuditAlerting","bc59a7c1-2cfd-49da-b762-f643f204babe","This alert is triggered when someone in your organization sets up auto-forwarding, email forwarding, redirect rule or a mail flow rule -V1.0.0.5","False","Enforce","6f398475-1f71-4945-75ba-08daa82aee61","0","","","d59a8fd4-1272-41ee-9408-86f7bcf72479","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Creation of forwarding\/redirect rule","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Creation of forwarding\/redirect rule","True","0.20 (15.0.0.0)","Creation of forwarding/redirect rule","CN=Creation of forwarding/redirect rule,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:36","2022-10-06 23:12:36","2022-10-07 06:12:36","2022-10-07 06:12:36","d59a8fd4-1272-41ee-9408-86f7bcf72479","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"-not (Activity.User.Tags -like 'hve')","CompromisedAccount",,"True","TenantAdmins","High",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","7a4e7306-bbcb-401f-b112-8ca5f798a230","0","AuditAlerting","743af9b5-f679-418a-88e9-77360cd02fce","User has been restricted from sending messages outside the organization due to potential compromised activity. -V1.0.0.2","False","Enforce","4da12b79-1910-4a88-683a-08daa82aeafb","0","","","7a4e7306-bbcb-401f-b112-8ca5f798a230","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/User restricted from sending email","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/User restricted from sending email","True","0.20 (15.0.0.0)","User restricted from sending email","CN=User restricted from sending email,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:31","2022-10-06 23:12:31","2022-10-07 06:12:31","2022-10-07 06:12:31","7a4e7306-bbcb-401f-b112-8ca5f798a230","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"Activity.EventId -eq '12'","TenantAllowBlockListItemRemoved",,"True","TenantAdmins","Informational",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","d0d83ae6-5fbc-4400-8863-9276921a9cad","0","AuditAlerting","19668d63-14b5-46f9-ab2e-382f2c949ba4","A Tenant Allow/Block List entry will be removed. -V1.0.0.0","False","Enforce","e85272d5-e095-4650-e60a-08db27346af8","0","","","d0d83ae6-5fbc-4400-8863-9276921a9cad","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Removed an entry in Tenant Allow\/Block List","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Removed an entry in Tenant Allow\/Block List","True","0.20 (15.0.0.0)","Removed an entry in Tenant Allow/Block List","CN=Removed an entry in Tenant Allow/Block List,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2023-03-17 15:10:28","2023-03-17 15:10:28","2023-03-17 22:10:28","2023-03-17 22:10:28","d0d83ae6-5fbc-4400-8863-9276921a9cad","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"Activity.SubmissionType -eq 'Junk'","UserSubmission",,"False","TenantAdmins","Low",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","a0e277be-7157-4907-874e-93e7b5170657","0","AuditAlerting","452dd2e4-5755-46a1-bbc4-18775737762b","This alert is triggered when any email message is reported as junk by users -V1.0.0.0","False","Enforce","89a5696e-b912-4b71-bb8c-08db35409fe8","0","","","a0e277be-7157-4907-874e-93e7b5170657","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email reported by user as junk","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email reported by user as junk","True","0.20 (15.0.0.0)","Email reported by user as junk","CN=Email reported by user as junk,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2023-04-04 12:13:08","2023-04-04 12:13:08","2023-04-04 19:13:08","2023-04-04 19:13:08","a0e277be-7157-4907-874e-93e7b5170657","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"(Mail.IsMailZAPFailed -eq 1) -and ((((Mail.IsSystemZappedByFiles -eq 1) -or (Mail.IsSystemZappedByURLs -eq 1)) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'PhishEdu')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'SecOps')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'ThirdPartyFiltering')) -and (Mail.IsCampaignZapped -ne 1)) -or (((Mail.IsGenericZapped -eq 1) -or(Mail.IsCampaignZapped -eq 1)) -and (Mail.TenantPolicyFinalVerdictSource -ne 'PhishEdu') -and (Mail.TenantPolicyFinalVerdictSource -ne 'SecOps') -and (Mail.TenantPolicyFinalVerdictSource -ne 'ThirdPartyFiltering')))",,,"True","TenantAdmins","Medium",,,,,"False",,"Mail","Malicious",,,,,,"Protection","ProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","663e723a-4a74-47d9-9690-9638f0d496af","0","AuditAlerting","01fb826b-ea22-426e-b553-75fa3afd16f9","Messages containing a malicious entity were delivered, and we could not remove them after delivery. Manual action is required. Please remove the malicious messages for the affected users. -V1.0.0.0","False","Enforce","8eb3f0e3-54d3-486b-7a3c-08daa82aea41","0","","","663e723a-4a74-47d9-9690-9638f0d496af","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Messages containing malicious entity not removed after delivery","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Messages containing malicious entity not removed after delivery","True","0.20 (15.0.0.0)","Messages containing malicious entity not removed after delivery","CN=Messages containing malicious entity not removed after delivery,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:29","2022-10-06 23:12:29","2022-10-07 06:12:29","2022-10-07 06:12:29","663e723a-4a74-47d9-9690-9638f0d496af","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
,"UnifiedSimulationCompletionNotification",,"True","TenantAdmins","Low",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","7b99aef6-dca7-43b5-828a-96679dd553fc","0","AuditAlerting","1eb13e5b-2a40-4fca-85e7-a1a3072c04ed","Alert to notify admins when simulation is complete for any Purview policy that supports simulation mode. -V1.0.0.1","False","Enforce","d6ae979b-0bd7-451d-d21c-08dbdc0fac58","0","","","7b99aef6-dca7-43b5-828a-96679dd553fc","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Purview policy simulation completed","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Purview policy simulation completed","True","0.20 (15.0.0.0)","Purview policy simulation completed","CN=Purview policy simulation completed,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2023-11-02 18:53:27","2023-11-02 18:53:27","2023-11-03 01:53:27","2023-11-03 01:53:27","7b99aef6-dca7-43b5-828a-96679dd553fc","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
,"ExternalFileSharing",,"True","TenantAdmins","Medium",,,,,"False",,"Activity","Activity",,,,"Tenant",,"Activity","AuditProtectionAlert",,,,,,"AnomalousAggregation","DataGovernance","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","d0ec2b5e-b51e-4b83-a232-972d3971d370","0","AuditAlerting","94b6d359-065a-493d-a050-2a8c64ea1092","This alert is triggered when the volume of external file sharing activities in your organization becomes unusual -V1.0.0.1","False","Enforce","640bfe95-619d-4e5e-c18b-08daa82aea8d","0","","","d0ec2b5e-b51e-4b83-a232-972d3971d370","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Unusual volume of external file sharing","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Unusual volume of external file sharing","True","0.20 (15.0.0.0)","Unusual volume of external file sharing","CN=Unusual volume of external file sharing,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:30","2022-10-06 23:12:30","2022-10-07 06:12:30","2022-10-07 06:12:30","d0ec2b5e-b51e-4b83-a232-972d3971d370","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
,"AutoBlockedForm",,"True","TenantAdmins","High",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","3d408d75-3093-40de-8611-9d1a273a11dc","0","AuditAlerting","a135d1a5-12e6-432d-8b01-7ea84090691e","Microsoft Forms detected a potential phishing attempt from a form and blocked it from distribution and response collection. -V1.0.0.2","False","Enforce","158ee290-8c8c-46c7-d594-08daa82aec1b","0","","","3d408d75-3093-40de-8611-9d1a273a11dc","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Form blocked due to potential phishing attempt","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Form blocked due to potential phishing attempt","True","0.20 (15.0.0.0)","Form blocked due to potential phishing attempt","CN=Form blocked due to potential phishing attempt,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:32","2022-10-06 23:12:32","2022-10-07 06:12:32","2022-10-07 06:12:32","3d408d75-3093-40de-8611-9d1a273a11dc","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"Activity.SubmissionType -eq 'SecurityRisk'","UserSubmission",,"False","TenantAdmins","Low",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","34c03748-ee5d-415e-bb65-9fbac7d3a358","0","AuditAlerting","661febed-80bc-46c2-a413-315d745fecaa","This alert is triggered when any Teams message is reported as security risk by users -V1.0.0.0","False","Enforce","4f2a78c9-38fc-4768-3dad-08db27346c06","0","","","34c03748-ee5d-415e-bb65-9fbac7d3a358","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Teams message reported by user as security risk","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Teams message reported by user as security risk","True","0.20 (15.0.0.0)","Teams message reported by user as security risk","CN=Teams message reported by user as security risk,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2023-03-17 15:10:30","2023-03-17 15:10:30","2023-03-17 22:10:30","2023-03-17 22:10:30","34c03748-ee5d-415e-bb65-9fbac7d3a358","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
,"SuspiciousForwarding",,"True","TenantAdmins","High",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","bfd48f06-0865-41a6-85ff-adb746423ebf","0","AuditAlerting","1aa1676e-04c0-4b5e-bd0c-bf21c3a44971","This alert is triggered once suspicious email forwarding is detected. -V1.0.0.2","False","Enforce","5cdeabfa-f50f-4180-2c51-08daa82aebcd","0","","","bfd48f06-0865-41a6-85ff-adb746423ebf","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Suspicious Email Forwarding Activity","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Suspicious Email Forwarding Activity","True","0.20 (15.0.0.0)","Suspicious Email Forwarding Activity","CN=Suspicious Email Forwarding Activity,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:32","2022-10-06 23:12:32","2022-10-07 06:12:32","2022-10-07 06:12:32","bfd48f06-0865-41a6-85ff-adb746423ebf","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"Mail.IsSystemZappedPhish -eq 1 -and (-not (Mail.Recipients.Tags -like 'hve')) -and (-not (Mail.Sender.Tags -like 'hve')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'PhishEdu')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'SecOps')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'ThirdPartyFiltering')) -and ((Mail.IsGenericZapped -ne 1) -and (Mail.IsGenericZapped -ne 0)) -and ((Mail.IsCampaignZapped -ne 1) -and (Mail.IsCampaignZapped -ne 0))",,,"False","TenantAdmins","Informational",,,,,"False",,"Mail","Phish",,,,,,"Protection","ProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","ea8169fa-0678-4751-8854-aebea7adeceb","0","AuditAlerting","6df73299-4af9-4173-97ff-800926831e09","Emails with phish URLs that were delivered and later removed -V1.0.0.8","False","Enforce","c8004c74-ed3a-4ec4-7b89-08daa82aeef0","0","","","ea8169fa-0678-4751-8854-aebea7adeceb","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email messages containing phish URLs removed after delivery","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email messages containing phish URLs removed after delivery","True","0.20 (15.0.0.0)","Email messages containing phish URLs removed after delivery","CN=Email messages containing phish URLs removed after delivery,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:37","2022-10-06 23:12:37","2022-10-07 06:12:37","2022-10-07 06:12:37","ea8169fa-0678-4751-8854-aebea7adeceb","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"MessagesQueued.QueuedType -eq 'ConnectorBasedMessagesQueued'",,,"True","TenantAdmins","High","2000",,,,"False",,"None","MailFlow",,,,,,"MailFlow","MailFlowProtectionAlert",,,,,,"CustomAggregation","MailFlow","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","37a4e852-e711-45ca-b0f4-b076bae3adfd","0","AuditAlerting","ba52bbe8-d298-494f-893f-b1e9a4c18b86","When Office 365 can't deliver a message to your on-premises or partner servers via a connector, the message is queued in Office 365. This alert is triggered when the number of queued messages exceeds the policy threshold and have been queued for more than an hour. -V1.0.0.0","False","Enforce","7e050ef0-9846-44a9-d1cc-08daa82aef6e","0","","","37a4e852-e711-45ca-b0f4-b076bae3adfd","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Messages have been delayed","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Messages have been delayed","True","0.20 (15.0.0.0)","Messages have been delayed","CN=Messages have been delayed,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:38","2022-10-06 23:12:38","2022-10-07 06:12:38","2022-10-07 06:12:38","37a4e852-e711-45ca-b0f4-b076bae3adfd","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
