DisplayName,CreatedDateTime,AccountEnabled,AppRoleAssignmentRequired,TagList,ReplyUrls,ServicePrincipalType,Id
Microsoft Azure AD Identity Protection,2020-04-20T13:29:48Z,TRUE,FALSE,,"https://ipcapi-us.azure.com/,https://ipcapi-eu.azure.com",Application,ea7a1f1f-713c-40c6-824e-a5b7c743eb1a
Azure Classic Portal,2013-04-21T03:41:18Z,TRUE,FALSE,,"https://portal.windowsazure.com,https://manage.windowsazure.com,https://onecloud.local/,https://portal.azure.com/,https://partner3015.example/,https://1.portal.azure.com/,https://portal.windowsazure.com/,https://manage.windowsazure.com/,https://2.portal.azure.com/",Application,0849511c-42a8-4f87-8023-b3150ee096fb
Microsoft.Azure.GraphExplorer,2013-02-16T15:54:33Z,TRUE,FALSE,,,Application,22e8fe2a-cde6-4079-8e3b-765df4fab0c7
Microsoft.Azure.GraphStore,2013-02-16T15:54:33Z,FALSE,FALSE,,,Application,8c1e1775-92ce-4eeb-872b-68c39e9cf666
Microsoft App Access Panel,2012-12-07T19:37:22Z,TRUE,FALSE,,"https://account.activedirectory.windowsazure.com/proofup.aspx,https://morgan.mysignins.microsoft.com/morgan/post/registerMfaMethods,https://mysignins.microsoft.com/morgan/post/registerMfaMethods,https://morgan.mysignins.microsoft.com/morgan/post/registerSsprMethodsInterrupt,https://mysignins.microsoft.com/morgan/post/registerSsprMethodsInterrupt,https://account.activedirectory.windowsazure.com/applications/redirecttoapplication.aspx,https://account-tip.activedirectory.windowsazure.com/,https://account.activedirectory.windowsazure.com/,https://account.activedirectory.windowsazure.us/",Application,bc96fb6d-909c-4be0-834f-96a2a6a5fd16
Windows Azure Active Directory,2012-12-06T19:05:31Z,TRUE,FALSE,,,Application,84f29e3c-8fba-469b-880e-48ea1d83a934
Office 365 SharePoint Online,2012-12-06T19:05:31Z,TRUE,FALSE,"disableAcceptingTenantedPassthroughTokens,disableRequestingTenantedPassthroughTokens","https://onedrive.cloud.microsoft/_forms/default.aspx,https://consolidatedmsgr-*.sharepoint.com/_forms/default.aspx,https://consolidatedmsgr.sharepoint.com/_forms/default.aspx",Application,fd92cc21-f7aa-41a5-80e9-04f5f6f0fe2a
Microsoft Exchange Online Protection,2012-12-06T19:05:31Z,TRUE,FALSE,,https://admin.virginia2.outlook.com/ExtendedReport/CallBack,Application,368c9807-a9f6-4bfa-8a05-e49bb448a85a
Microsoft Office 365 Portal,2012-12-06T19:05:31Z,TRUE,FALSE,,"https://naprodprv3.office.com/landing,https://helpdeskbusinessassist.microsoft.com/landing,https://prv.businessassist.microsoft.com/landing,https://businessassist.microsoft.com/landing,https://admin-dev.exchange.trafficmanager.net/landing,https://admin.microsoft.com/prelanding,https://ejpportal.office.com/landing,https://brzportal.office.com/landing,https://brzportal.office.com,https://admin-ignite.microsoft.com/landing,https://ap-afd-b.portal.office.com/,https://ap-akamai.portal.office.com/,https://wjpnportal.office.com/,https://wjpnportal.office.com,https://eauportal.office.com/,https://eauportal.office.com,https://cusportal.office.com/,https://cusportal.office.com,https://portal.microsoftonline.com/,https://portal.microsoftonline.com,https://wukportal.office.com/landing,https://eusportal.office.com/landing,https://wusportal.office.com/landing,https://seaportal.office.com/landing,https://scuportal.office.com/landing,https://weuportal.office.com/landing,https://ncuportal.office.com/landing,https://ncuportalprv.office.com/landing,https://scuportalprv.office.com/landing,https://portal-sdf.office.com/landing,https://portal.office.com/landing,https://wusportalprv.office.com/landing,https://admin.microsoft.com/landing,https://admin.microsoft365.com/landing,https://frcportal.office.com/landing,https://portal.microsoftonline.com/landing,https://cusportal.office.com/landing,https://eauportal.office.com/landing,https://wjpnportal.office.com/landing,https://admin-sdf.microsoft.com/landing,https://portal.microsoft.com/landing,https://wjpportal.office.com/landing,https://indportal.office.com/landing,https://indportal.office.com,https://wusportalprv.office.com/,https://jennifer.microsoftonline.com/,https://scuportalprv.office.com/,https://ncuportalprv.office.com/,https://ncuportal.office.com/,https://weuportal.office.com/,https://eusportal.office.com/,https://scuportal.office.com/,https://seaportal.office.com/,https://wusportal.office.com/,https://easportal.office.com/,https://ejpportal.office.com/,https://sukportal.office.com/,https://wukportal.office.com/,https://wukportal.office.com,https://admin.microsoft365.com,https://portal-sdf.apps.mil/,https://portal-sdf.apps.mil,https://portal.apps.mil/,https://portal.apps.mil,https://portal-sdf.office365.us/,https://portal-sdf.office365.us,https://portal.office365.us/,https://portal.office365.us,https://portal.microsoft.com,https://admin.microsoft.com,https://wusportalprv.office.com,https://jennifer.microsoftonline.com,https://portal.office.com,https://portal-sdf.office.com/,https://scuportalprv.office.com,https://ncuportalprv.office.com,https://ncuportal.office.com,https://weuportal.office.com,https://eusportal.office.com,https://scuportal.office.com,https://seaportal.office.com,https://wusportal.office.com,https://easportal.office.com,https://ejpportal.office.com,https://nukportal.office.com,https://sukportal.office.com,https://ncuportalprv-staging.office.com,https://scuportalprv-staging.office.com,https://admin-ignite.microsoft.com,https://admin-ignite.microsoft.com/,https://admin-sdf.microsoft.com,https://admin-sdf.microsoft.com/,https://frcportal.office.com,https://frcportal.office.com/",Application,52c8eb53-7c9f-431c-8357-890a62dd4f52
Office 365 Exchange Online,2012-12-06T19:05:31Z,TRUE,FALSE,,"https://outlook.cloud.microsoft,https://outlook-sdf.cloud.microsoft,https://sdfpilot.outlook.com/owa,https://outlook.office365.com/owa",Application,acf5fb2f-21b8-496b-8fe2-0c55d08b86a2
Skype for Business Online,2012-12-06T19:05:31Z,TRUE,FALSE,,"https://portal.pinauth.services.skypeforbusiness.com/,https://bootstrap.pinauth.services.skypeforbusiness.com/,https://portal.pinauth.services.skypeforbusiness.com/samuel/provision,https://bootstrap.pinauth.services.skypeforbusiness.com/samuel/provision",Application,881e88f8-85ab-4e63-8949-532a715ad46a
